125,3,3,1,2,1,1,1,6642000
125,3,3,1,2,1,1,1,6642000
275,3,3,1,2,1,1,1,9205000
125,3,3,2,2,1,1,1,6642000
275,3,3,1,2,1,1,1,9205000
275,4,5,2,3,1,1,1,12500000
275,4,5,2,2,1,1,1,12500000
"1,000",6,7,2,2,8,2,1,185000000
"1,000",6,7,2,2,3,1,1,200000000
200,3,4,1,2,1,1,0,13000000
200,3,4,1,2,1,1,0,10500000
500,6,6,1,2,1,0,1,90000000
600,5,7,3,2,4,2,2,105000000
500,4,5,1,3,3,1,1,92500000
500,6,6,1,2,1,0,1,107500000
200,3,3,1,2,1,1,1,19500000
200,3,3,1,2,1,1,0,9500000
200,3,3,1,2,1,1,0,7400000
200,3,3,1,2,1,1,0,12500000
200,3,3,1,2,1,1,0,12700000
125,3,3,1,2,1,1,1,9700000
200,4,4,1,2,1,1,0,11000000
500,6,6,2,2,2,2,1,120000000
500,6,6,1,2,1,0,1,112500000
666,6,7,1,2,1,1,1,115000000
200,4,4,1,2,1,1,0,20000000
500,5,6,1,2,2,1,1,48500000
100,3,4,1,2,0,0,1,30000000
600,6,6,2,2,1,2,1,125000000
"2,000",7,7,2,2,4,2,2,550000000
200,3,3,1,2,1,1,0,13000000
100,4,4,1,2,1,1,1,37500000
100,2,2,1,2,1,0,1,38000000
350,4,5,2,1,2,1,1,9282000
144,6,6,3,3,1,0,1,19200000
120,2,2,1,1,2,0,0,11000000
120,4,4,1,2,0,0,0,15400000
200,2,2,1,2,1,1,1,11000000
200,2,2,1,2,1,1,1,12000000
500,6,6,2,2,2,1,1,117500000
500,4,5,1,1,1,0,1,55000000
250,4,5,1,2,1,0,1,59000000
500,5,7,1,2,1,0,1,115000000
500,6,7,1,2,1,1,1,125000000
400,6,8,2,2,1,0,1,75000000
350,8,8,3,2,1,1,1,100000000
200,2,4,1,2,1,1,0,20000000
666,7,6,2,2,1,1,1,155000000
125,3,3,1,2,0,0,1,10000000
"1,000",6,6,2,2,3,1,1,135000000
200,3,3,1,2,1,1,0,12100000
350,4,4,1,2,1,1,1,11100000
250,5,5,2,2,1,0,1,20000000
125,3,3,1,2,0,0,1,8900000
275,4,5,1,2,1,0,1,12400000
200,3,3,1,2,1,1,1,18200000
200,3,3,1,2,1,1,1,18000000
120,4,4,2,2,1,0,0,16400000
275,7,6,1,2,1,0,1,14000000
"1,000",6,6,2,2,3,1,1,128000000
200,3,3,1,2,1,1,0,21000000
460,6,6,2,2,1,0,1,45000000
200,2,2,1,2,1,1,1,18000000
500,5,6,1,2,2,1,1,105000000
350,4,4,1,2,1,1,1,18000000
235,3,3,1,2,1,1,1,9500000
120,4,4,1,2,1,0,0,19000000
200,4,4,2,2,1,1,1,21500000
500,3,3,1,1,2,1,1,74000000
150,3,3,1,2,0,0,1,15000000
275,4,5,1,2,1,0,1,12400000
140,6,6,1,2,0,0,1,8500000
240,6,6,1,2,1,0,1,24500000
250,3,3,1,3,3,1,1,10000000
500,4,5,1,2,1,0,1,95000000
125,3,3,1,2,1,1,1,6642000
125,3,3,1,2,1,1,1,6642000
275,4,5,2,2,1,1,1,12500000
500,5,5,1,2,1,0,1,53500000
400,6,7,2,2,1,0,1,44000000
200,3,3,1,2,1,1,0,12000000
350,4,4,1,2,3,1,2,4000000
666,5,6,2,2,8,1,1,140000000
600,6,7,2,2,5,1,1,120000000
200,3,3,1,2,1,1,1,12500000
600,10,6,2,2,1,0,0,95000000
200,3,4,1,2,1,1,0,18600000
100,3,4,1,3,1,1,1,37000000
500,5,5,2,2,2,0,1,78000000
240,6,8,2,2,1,0,1,44000000
240,9,10,3,3,1,0,3,57500000
425,8,10,2,2,1,0,1,66000000
400,6,8,2,2,1,0,2,70000000
240,5,6,2,2,1,0,1,40000000
500,6,6,1,2,1,1,1,80000000
350,4,5,1,2,1,1,1,20000000
120,4,4,1,2,0,0,0,45000000
120,4,4,1,2,0,0,0,5500000
80,2,2,1,2,0,0,1,4500000
120,4,4,1,2,0,0,0,14500000
200,3,3,2,2,1,1,0,20000000
240,3,5,1,2,1,0,1,38000000
300,5,5,1,2,1,1,1,96000000
200,3,4,1,2,1,1,0,11100000
600,8,8,2,2,1,0,0,75000000
350,4,4,2,2,1,1,1,14500000
200,3,4,1,2,3,1,1,15500000
200,3,4,1,2,1,1,0,18600000
200,3,4,1,2,1,1,0,18000000
200,3,4,1,2,1,1,0,18000000
233,7,9,3,2,1,0,1,41000000
500,6,9,2,2,1,0,1,90000000
400,3,3,2,2,1,0,1,41500000
200,2,2,1,2,1,1,1,8800000
152,2,2,1,2,1,0,0,11600000
200,3,3,1,2,1,1,0,4900000
200,3,3,1,2,1,1,0,18700000
"1,000",6,6,2,2,2,1,1,180000000
500,6,7,1,2,3,2,2,105000000
400,8,9,2,2,4,0,2,62500000
350,4,5,1,2,1,1,1,20000000
120,4,4,1,2,0,0,0,45000000
120,4,4,1,2,0,0,0,5500000
80,2,2,1,2,0,0,1,4500000
120,4,4,1,2,0,0,0,14500000
200,3,3,2,2,1,1,0,20000000
240,3,5,1,2,1,0,1,38000000
300,5,5,1,2,1,1,1,96000000
200,3,4,1,2,1,1,0,11100000
600,8,8,2,2,1,0,0,75000000
350,4,4,2,2,1,1,1,14500000
200,3,4,1,2,3,1,1,15500000
200,3,4,1,2,1,1,0,18600000
200,3,4,1,2,1,1,0,18000000
200,3,4,1,2,1,1,0,18000000
233,7,9,3,2,1,0,1,41000000
500,6,9,2,2,1,0,1,90000000
400,3,3,2,2,1,0,1,41500000
200,2,2,1,2,1,1,1,8800000
152,2,2,1,2,1,0,0,11600000
500,6,6,1,2,1,1,1,80000000
200,3,3,1,2,1,1,0,18700000
"1,000",6,6,2,2,2,1,1,180000000
500,6,7,1,2,3,2,2,105000000
400,8,9,2,2,4,0,2,62500000
500,5,6,1,2,1,0,1,92500000
200,2,2,1,2,1,1,1,18000000
500,6,7,2,2,3,1,1,135000000
200,3,3,1,2,1,1,0,10500000
152,3,3,1,2,1,0,1,12000000
200,3,3,2,2,1,1,1,10500000
125,3,3,1,2,2,1,1,9600000
350,4,4,2,2,1,1,1,14500000
200,3,2,1,2,1,1,0,13400000
152,3,3,2,2,1,1,1,11600000
200,3,3,1,2,1,1,1,18000000
200,4,4,1,2,1,1,1,15500000
240,2,3,1,2,2,1,3,32200000
350,4,4,1,2,2,1,1,18000000
666,5,6,2,1,3,3,3,117500000
216,6,7,1,2,1,1,1,36000000
500,5,6,1,2,1,0,1,100000000
200,3,3,1,2,1,1,0,4900000
200,3,3,1,2,3,1,1,15000000
125,2,2,1,2,1,1,1,10500000
60,2,2,1,2,0,0,1,8200000
60,3,3,1,2,0,0,1,9000000
"1,000",6,6,1,2,3,1,1,195000000
"1,000",5,7,2,2,3,1,1,220000000
500,4,6,1,2,1,0,1,90000000
350,1,2,1,2,1,1,1,18000000
"1,000",6,7,2,2,6,2,2,260000000
150,3,3,1,2,2,1,1,13600000
350,4,4,1,2,1,1,1,18200000
200,3,3,2,2,1,1,1,19000000
100,3,3,1,2,1,0,1,33500000
200,3,3,1,2,1,1,0,15500000
200,3,3,2,2,1,1,1,10500000
500,5,5,2,2,4,1,1,125000000
200,3,3,2,2,1,2,1,15500000
350,4,5,1,2,1,1,1,14500000
200,4,4,1,2,1,1,0,19000000
333,6,6,2,2,3,1,2,50000000
666,6,8,2,2,4,2,2,110000000
"1,000",5,6,2,2,6,1,1,120000000
"1,500",10,8,1,2,20,3,1,210000000
125,3,3,1,1,1,1,1,9500000
200,2,2,1,2,1,1,1,8800000
500,5,6,1,2,1,0,1,48500000
500,5,6,1,2,1,0,1,47500000
500,5,6,1,2,1,0,1,48000000
500,5,6,1,2,1,0,1,47500000
500,5,6,1,2,1,0,1,48000000
120,4,4,2,2,1,0,0,12500000
120,5,5,2,2,1,0,0,13500000
240,3,3,1,2,1,0,1,33000000
200,3,3,1,2,1,1,0,4900000
240,3,3,1,2,1,0,1,25000000
300,5,6,1,2,1,1,1,97500000
"1,000",5,2,2,2,3,1,1,180000000
200,4,4,1,2,1,1,0,15500000
400,6,6,2,2,1,0,1,32500000
200,3,3,1,2,1,1,0,12900000
200,3,3,1,2,1,1,0,10500000
"1,000",6,7,2,2,3,1,1,190000000
150,3,3,1,2,0,0,1,10500000
200,3,3,1,2,1,1,1,19500000
430,6,6,2,2,2,1,1,69500000
500,4,5,1,2,1,1,1,100000000
350,5,5,1,2,1,1,2,86000000
500,5,6,1,2,2,1,1,49500000
500,5,6,1,2,1,0,1,48000000
240,6,6,2,2,2,0,1,29500000
120,4,3,1,1,1,0,0,13800000
500,5,6,1,2,1,0,1,51500000
500,5,6,1,2,1,0,1,52000000
500,5,6,1,2,1,0,1,52500000
500,5,6,1,2,1,0,1,54000000
500,5,6,1,2,1,0,1,55000000
500,5,6,1,2,1,0,1,55000000
350,4,4,1,2,1,1,1,12600000
200,3,3,1,2,1,1,1,12300000
500,4,4,1,2,2,1,1,38500000
200,4,4,1,2,1,1,0,19500000
200,3,3,1,2,1,1,0,19500000
150,3,3,1,2,0,0,1,14300000
600,6,7,2,2,1,1,1,170000000
"1,000",5,4,2,2,3,1,2,180000000
125,2,2,1,2,1,1,1,8800000
200,2,2,1,2,1,1,1,11000000
200,2,2,1,2,1,1,1,12000000
200,2,2,1,2,1,1,1,18000000
500,5,6,1,2,1,0,1,48000000
500,5,6,1,2,1,0,1,49000000
500,5,6,1,2,1,0,1,51500000
500,4,4,1,2,4,1,1,83000000
150,3,3,1,2,1,1,1,9850000
200,4,4,1,2,1,1,0,15500000
240,3,5,1,2,1,0,1,30000000
120,4,4,2,2,1,0,2,18000000
400,10,10,2,2,2,0,2,47000000
400,6,7,2,2,2,0,2,45000000
240,3,3,3,3,3,0,3,15000000
"1,000",4,6,2,1,6,2,2,135000000
300,4,4,1,3,2,2,1,65000000
200,3,3,1,2,1,1,0,15500000
200,3,3,1,2,1,1,1,12000000
200,3,3,1,2,1,1,0,19000000
200,3,3,1,2,1,1,0,12000000
150,3,3,1,2,0,0,1,15000000
200,3,3,1,2,1,1,1,14100000
150,3,3,1,2,1,1,1,14500000
666,6,5,2,2,2,1,1,175000000
200,3,3,1,2,1,1,1,18500000
666,6,7,2,2,1,1,1,175000000
666,6,7,2,2,1,1,1,140000000
"1,000",11,10,2,2,3,1,1,220000000
500,5,6,1,2,1,0,1,50000000
256,9,10,3,2,1,1,3,54000000
333,4,5,1,2,2,1,1,65000000
200,4,4,3,2,1,1,0,26000000
"1,000",8,9,2,2,3,1,1,120000000
200,3,3,1,2,1,1,0,18000000
500,5,5,2,2,3,1,1,107500000
120,6,6,3,3,1,0,3,18000000
140,4,5,2,2,1,0,1,23500000
600,11,10,3,3,5,1,3,95000000
400,6,8,2,2,2,1,2,71000000
"1,000",5,6,2,2,8,2,2,140000000
500,5,6,2,2,3,1,1,80000000
300,5,6,1,2,1,1,1,63000000
200,3,3,1,2,1,1,0,14000000
200,4,4,1,2,1,1,0,18500000
500,5,6,1,2,1,0,1,52500000
350,4,5,1,2,1,1,1,42500000
120,2,3,1,2,1,0,0,9500000
400,6,6,2,2,2,0,2,46000000
240,6,8,1,2,1,0,2,25500000
272,5,6,1,2,1,0,1,31000000
500,5,5,1,2,1,0,1,61000000
"1,000",5,6,2,2,3,1,1,120000000
"1,000",3,4,2,2,3,1,1,120000000
240,9,8,2,3,1,0,1,34000000
300,4,4,1,3,2,1,1,65000000
240,6,7,2,2,2,1,1,29000000
300,8,8,1,2,1,1,1,70000000
233,6,5,1,2,1,0,1,36500000
300,4,4,1,2,1,1,1,25000000
120,5,5,2,2,1,0,0,15500000
120,4,5,1,2,0,0,0,24500000
350,6,7,2,1,3,1,2,58500000
120,4,4,2,2,1,0,0,13000000
244,3,4,1,2,1,0,1,34000000
240,6,7,2,2,2,0,2,30000000
200,6,7,2,2,1,1,2,30000000
300,4,5,1,2,2,2,1,70000000
"1,000",7,8,2,2,8,1,1,185000000
300,4,4,1,2,2,1,1,57500000
120,3,3,2,2,1,0,0,13000000
125,5,3,1,2,0,0,1,4200000
200,3,4,1,2,1,1,0,18500000
500,6,6,2,2,3,1,1,90000000
200,3,4,1,2,1,1,0,9500000
125,3,3,1,2,1,1,1,9391000
500,5,6,1,2,1,1,1,117500000
500,5,6,1,2,1,0,1,135000000
500,4,5,1,2,4,1,1,92500000
500,5,6,1,2,1,0,1,47000000
266,4,4,1,1,1,1,1,34500000
600,5,7,1,2,2,1,1,125000000
"1,000",7,9,2,2,2,1,2,195000000
"1,000",8,10,2,2,2,2,1,165000000
500,5,6,2,2,3,2,1,107500000
300,4,4,1,2,3,1,1,61500000
300,4,4,1,2,1,1,1,65000000
120,4,5,2,2,1,0,0,13500000
250,4,4,1,2,1,0,1,57500000
150,2,3,1,2,0,0,1,9800000
200,3,4,1,2,1,1,0,20500000
622,4,7,2,2,1,1,1,85000000
550,6,8,2,2,2,1,1,147500000
600,6,8,2,2,2,1,1,110000000
500,5,6,1,2,4,2,1,100000000
200,3,4,1,2,1,1,1,18500000
150,3,3,1,2,2,1,1,13800000
150,4,4,1,2,0,0,1,42500000
200,3,3,1,2,1,1,0,12500000
500,6,6,2,3,3,2,1,102500000
500,6,6,2,3,1,2,1,110000000
"1,000",5,6,2,2,6,1,1,120000000
"1,000",6,7,2,2,6,1,1,220000000
"1,000",6,7,2,2,6,1,1,280000000
200,3,3,1,2,1,1,1,18000000
150,2,3,1,2,0,0,1,12500000
500,6,6,1,2,1,0,1,92500000
125,2,2,1,2,2,1,1,8800000
"1,000",7,7,2,2,4,1,1,180000000
200,3,4,1,2,1,1,0,8500000
200,3,4,1,2,1,1,0,18500000
200,3,4,1,2,1,1,0,12500000
200,3,4,1,2,1,1,0,11000000
200,3,4,1,2,1,1,0,10000000
500,6,6,1,2,1,1,1,85000000
"1,000",8,10,2,2,7,2,2,139900000
200,5,6,2,2,1,1,0,18500000
500,5,6,1,2,1,1,1,74000000
800,6,6,2,2,4,1,1,320000000
500,5,6,1,2,1,0,1,58000000
"1,000",5,6,1,2,3,1,1,110000000
500,5,6,1,2,1,0,1,51000000
240,6,5,1,2,1,0,1,36000000
500,5,6,1,2,1,0,1,47500000
500,5,6,1,2,1,0,1,49500000
120,2,2,1,2,1,0,0,8150000
666,5,6,2,2,3,1,1,120000000
"1,000",6,7,1,2,2,2,1,255000000
500,5,6,1,2,1,0,1,50000000
500,5,6,1,2,1,0,1,52500000
500,5,6,1,2,1,0,1,54000000
"1,000",6,7,2,2,10,2,1,135000000
270,5,5,2,1,3,1,1,72500000
120,4,5,1,2,1,0,0,14000000
200,3,3,1,2,1,1,0,4900000
600,6,5,2,2,1,0,0,57500000
500,6,7,2,2,3,2,1,104500000
200,3,3,1,2,1,1,1,19000000
"1,000",6,8,2,2,7,1,2,200000000
100,4,3,1,3,2,0,1,37500000
240,6,5,1,2,1,0,1,92500000
500,5,6,1,2,2,0,1,51500000
125,3,3,1,2,1,1,1,11000000
666,6,6,1,2,4,1,2,120000000
84,2,2,1,2,0,0,1,4500000
150,3,3,1,2,0,0,1,15000000
125,3,3,1,2,0,0,1,5500000
350,4,5,1,2,1,1,1,20000000
200,3,4,1,2,1,1,0,9000000
200,3,4,1,2,1,1,0,11000000
350,4,5,1,2,1,1,1,20000000
200,3,4,1,2,1,1,0,19000000
150,3,3,1,2,0,0,1,18500000
500,5,6,1,2,1,0,1,50000000
500,5,6,1,2,1,0,1,50000000
500,5,6,1,2,1,0,1,51000000
500,5,6,1,2,1,0,1,50000000
200,3,3,1,2,1,1,1,20000000
500,3,4,2,2,3,2,2,73000000
500,5,6,1,2,1,0,1,51500000
500,5,6,1,2,1,0,1,52000000
500,5,6,1,2,1,0,1,53000000
500,5,6,1,2,1,0,1,53500000
500,5,6,1,2,1,0,1,54000000
500,5,6,1,2,1,0,1,54500000
500,5,6,1,2,1,0,1,55000000
100,4,5,1,1,1,4,1,34000000
200,3,3,1,2,1,1,1,11500000
500,6,6,2,2,4,2,1,117000000
300,4,4,1,2,2,1,1,61500000
500,6,6,1,2,3,1,1,115000000
300,4,4,1,2,2,1,1,64500000
300,4,4,1,2,1,1,1,56000000
500,6,6,2,2,3,2,1,75000000
400,5,5,1,2,2,1,1,75000000
300,5,5,1,3,1,1,1,96500000
"1,000",6,7,2,2,8,2,1,195000000
"2,000",7,8,2,2,4,1,2,400000000
750,6,6,2,2,3,1,2,70000000
300,5,6,1,1,1,1,1,48000000
671,9,10,2,1,4,1,1,137500000
200,2,2,1,2,2,1,1,12000000
"1,000",6,7,1,2,8,3,1,115000000
125,2,3,1,2,0,0,1,4200000
200,2,2,1,2,1,1,1,9500000
500,6,8,2,2,3,2,1,82500000
120,2,2,1,2,1,0,0,7000000
200,3,4,1,2,1,1,0,19500000
200,3,4,1,2,1,1,0,18000000
200,3,4,1,2,1,1,0,18000000
150,3,3,1,2,0,0,1,13000000
150,3,3,1,2,0,0,1,14000000
200,3,4,1,2,1,1,0,4900000
200,3,4,1,2,1,1,0,7250000
500,4,5,1,2,1,0,1,85000000
200,3,4,1,2,1,1,0,7250000
200,3,4,1,2,1,1,0,4900000
200,3,4,1,2,1,1,0,4900000
200,3,4,1,2,1,1,0,4900000
125,2,3,1,2,0,0,1,4200000
125,2,3,1,2,0,0,1,4200000
125,2,3,1,2,0,0,1,4200000
500,5,6,1,2,1,0,1,38500000
120,3,3,1,2,0,0,0,13000000
730,7,8,2,3,3,2,2,150000000
200,3,3,1,2,1,1,1,26000000
600,5,6,2,2,1,1,1,95000000
200,3,3,1,2,1,1,1,16000000
120,4,4,2,2,0,0,0,18000000
125,2,3,1,2,0,0,1,9500000
500,5,6,1,2,2,1,1,47000000
500,5,6,1,2,2,1,1,48500000
"1,000",7,7,2,2,3,1,1,140000000
275,6,6,2,2,1,0,1,65000000
240,6,5,1,2,1,0,1,92500000
240,3,5,1,2,1,0,1,35000000
240,3,5,1,2,1,0,1,35000000
"2,000",7,7,1,2,7,2,2,600000000
"2,000",8,8,1,2,7,2,2,250000000
500,5,6,1,2,1,1,1,105000000
666,5,6,2,2,4,1,1,130000000
"1,000",6,7,1,1,2,2,1,235000000
"1,000",5,6,1,2,2,1,1,195000000
500,6,6,1,2,1,1,1,125000000
189,3,3,1,2,2,1,1,11000000
60,4,4,2,2,1,0,1,9000000
200,3,2,1,2,1,1,1,12500000
120,3,4,1,2,1,1,1,18000000
100,3,3,1,2,1,1,1,35500000
500,6,6,1,2,1,0,1,107500000
125,3,3,1,2,0,0,1,4200000
200,3,4,1,2,1,1,0,7250000
300,4,4,2,2,2,1,1,65000000
500,5,6,1,2,1,0,1,47500000
152,2,2,1,2,1,0,0,12000000
200,3,3,1,2,1,1,0,15500000
500,5,5,1,2,1,0,1,110000000
500,5,5,1,2,1,0,1,96500000
125,2,3,1,2,0,0,1,4200000
200,3,4,1,2,1,1,0,4900000
200,3,4,1,2,1,1,0,4900000
200,3,4,1,2,1,1,0,9850000
500,5,6,1,2,1,0,1,50000000
200,3,3,1,2,1,1,1,10500000
500,5,6,2,2,1,2,1,103000000
300,4,5,1,2,3,2,1,60000000
250,4,5,2,2,2,1,1,51000000
550,8,8,2,2,1,0,0,55000000
550,5,5,1,2,2,1,1,52500000
500,5,6,1,2,2,0,1,55000000
350,5,6,1,2,3,1,1,100000000
350,5,6,1,2,1,1,1,100000000
120,4,4,2,2,1,0,0,16000000
500,5,5,2,2,1,1,1,81500000
60,2,3,2,2,0,0,1,8000000
300,4,5,1,2,2,1,1,62500000
150,4,4,1,2,1,0,1,47500000
500,6,8,2,2,3,1,2,95000000
200,2,2,1,2,1,1,1,12000000
350,4,4,1,2,1,1,1,14500000
350,3,5,1,2,1,1,1,14500000
722,4,5,2,2,3,2,2,165000000
600,5,6,2,2,4,2,1,140000000
500,5,6,2,3,2,2,1,107500000
120,2,2,1,2,0,0,0,10000000
"2,000",7,7,2,2,7,2,2,420000000
100,4,3,2,2,0,0,1,28000000
60,5,5,2,2,1,0,1,10500000
152,3,3,1,2,1,1,0,9850000
400,6,6,2,2,1,0,1,44000000
500,6,7,1,2,1,1,1,110000000
100,4,5,2,1,1,0,1,29000000
300,4,5,1,2,1,1,1,65000000
200,3,3,1,2,2,1,1,29500000
500,5,6,1,2,1,1,1,130000000
500,6,7,1,2,1,1,1,96000000
"1,000",6,7,2,2,2,2,2,200000000
"1,000",6,7,2,2,2,2,2,220000000
100,4,4,1,2,0,0,1,35500000
100,3,3,1,1,1,0,1,30000000
235,3,3,1,2,2,1,1,10900000
275,4,4,1,2,1,0,1,9205000
125,3,3,1,2,1,1,1,6642000
200,3,3,1,2,1,1,0,18000000
200,2,2,1,2,1,1,1,9500000
500,5,6,1,1,2,1,1,85000000
275,4,4,2,2,2,1,1,65000000
500,5,6,1,2,1,0,1,100000000
200,3,4,1,2,1,1,0,22000000
150,3,3,1,2,0,0,1,14500000
240,6,7,2,2,2,0,2,29000000
275,4,5,2,2,1,1,1,12500000
235,3,3,1,2,2,1,1,10100000
500,5,5,1,2,1,1,1,59000000
220,5,5,2,2,1,1,1,41000000
350,5,5,2,2,3,2,1,135000000
125,3,3,1,1,1,1,1,11000000
200,3,4,1,2,2,1,1,9500000
350,5,6,1,2,2,1,2,95000000
500,5,5,1,2,3,1,1,87000000
100,3,4,1,3,1,1,1,37000000
500,5,6,1,2,1,0,1,59000000
500,5,6,1,2,1,0,1,59500000
600,4,5,2,2,1,1,1,120000000
"1,000",5,5,2,2,8,2,1,120000000
200,6,6,2,2,1,1,1,43000000
300,3,3,1,2,2,1,1,62500000
500,6,6,1,2,3,1,1,125000000
309,3,3,1,2,1,1,1,80000000
240,6,6,1,2,2,0,1,52500000
400,6,5,2,2,2,0,1,47000000
500,4,4,1,2,1,0,1,97500000
350,4,4,1,2,1,1,1,12500000
240,5,5,2,2,2,0,1,43000000
100,3,3,1,3,0,0,1,38000000
120,4,4,1,2,1,0,0,18500000
300,6,6,2,2,2,1,1,70000000
"1,000",5,5,2,2,6,2,1,240000000
"1,000",8,8,2,2,5,2,1,215000000
500,6,6,2,2,3,1,1,122500000
666,7,6,3,2,4,1,2,125000000
100,4,7,1,2,1,0,1,36500000
200,3,3,1,2,1,1,1,20000000
800,5,6,1,2,5,1,2,115000000
150,5,5,2,2,1,0,1,54500000
120,5,5,1,2,0,0,0,41500000
500,6,3,2,2,3,1,1,90000000
100,4,4,1,2,1,0,1,37500000
600,5,5,2,2,2,1,1,96500000
125,2,3,1,2,0,0,1,4200000
200,3,4,1,2,1,1,0,4900000
200,3,4,1,2,1,1,0,7250000
350,3,5,1,2,1,1,1,14500000
200,2,2,1,2,1,1,1,8800000
152,2,2,1,2,1,1,1,3400000
125,2,2,1,2,1,1,1,8800000
122,2,2,1,2,1,1,1,2800000
200,2,2,1,2,1,1,1,11500000
500,6,6,1,2,4,0,1,95000000
500,5,6,1,2,1,0,1,50000000
500,5,6,1,2,1,0,1,49500000
240,3,5,1,2,1,0,1,35000000
300,4,5,1,2,3,1,1,67500000
500,5,6,2,2,1,1,1,83500000
300,4,4,1,2,1,1,1,65000000
100,8,4,1,2,0,0,1,7000000
427,8,8,2,2,3,0,2,35000000
300,4,5,1,2,3,1,1,63700000
920,7,7,2,2,3,1,2,135000000
450,6,6,2,2,1,0,1,75000000
500,6,6,1,2,2,1,1,113000000
500,5,5,1,2,3,2,2,140000000
600,5,5,2,2,3,2,1,122500000
200,3,4,1,2,1,1,0,9500000
500,5,6,1,2,1,0,1,48500000
500,5,6,1,2,1,0,1,48500000
500,5,6,1,2,1,0,1,47500000
500,5,6,1,2,1,0,1,48000000
500,5,6,1,2,1,0,1,49000000
500,5,6,1,2,1,0,1,48500000
500,5,6,1,2,1,0,1,48000000
600,4,4,1,1,2,1,1,67500000
400,6,6,2,2,1,0,1,50000000
"1,000",6,7,2,2,3,1,1,185000000
500,5,6,1,2,1,0,1,51000000
150,4,4,1,2,1,0,1,41500000
"1,000",5,6,2,2,3,1,1,200000000
60,2,3,1,2,0,0,1,2500000
240,6,6,2,2,2,0,2,31000000
500,6,7,1,2,1,2,1,115000000
500,5,6,1,2,1,2,1,135000000
500,6,7,2,1,2,2,1,97500000
300,5,5,2,2,2,1,1,54500000
350,4,5,1,2,2,1,2,85000000
"1,000",6,6,3,2,2,2,1,234500000
400,5,5,2,2,1,1,1,53000000
500,5,5,4,2,2,2,2,105000000
500,5,5,2,2,1,1,1,84500000
100,4,4,1,2,0,0,1,36500000
"1,000",6,7,2,2,8,1,2,180000000
500,5,5,1,2,1,0,1,47000000
500,5,5,2,2,4,1,1,82000000
500,5,5,1,2,4,1,1,82000000
125,2,2,1,2,1,1,1,8800000
500,7,9,2,2,4,1,1,65000000
"1,000",6,6,2,2,8,2,2,185000000
500,5,6,2,2,3,1,1,130000000
"1,000",6,7,2,3,6,2,2,240000000
666,5,6,2,2,5,2,1,125000000
500,6,7,2,2,3,1,1,130000000
666,6,7,2,2,4,2,1,170000000
500,5,5,1,2,4,1,1,92500000
300,5,5,1,2,2,1,1,93000000
300,4,4,1,2,2,1,1,95000000
500,6,6,2,2,3,1,1,106000000
500,5,6,1,2,2,1,1,82500000
600,6,6,1,2,1,0,0,60000000
